code,insurance_company,encounters_billed,units_billed,units_per_encounter,insurance_billed_amount,billed_per_encounter
99309,SEAFARERS & HEALTH BENEFITS PLAN,1,1,1.0,185.0,185.0
99310,SEAFARERS & HEALTH BENEFITS PLAN,1,1,1.0,270.0,270.0
99306,SEAFARERS & HEALTH BENEFITS PLAN,1,1,1.0,330.0,330.0
99308,SEAFARERS & HEALTH BENEFITS PLAN,1,1,1.0,140.0,140.0
99309,SENTARA HEALTH MANAGEMENT,223,223,1.0,41255.0,185.0
99308,SENTARA HEALTH MANAGEMENT,107,107,1.0,14980.0,140.0
99306,SENTARA HEALTH MANAGEMENT,32,32,1.0,10560.0,330.0
99310,SENTARA HEALTH MANAGEMENT,26,26,1.0,7020.0,270.0
99316,SENTARA HEALTH MANAGEMENT,7,7,1.0,1470.0,210.0
99305,SENTARA HEALTH MANAGEMENT,4,4,1.0,1040.0,260.0
G8510,SENTARA HEALTH MANAGEMENT,3,3,1.0,0.03,0.01
G8752,SENTARA HEALTH MANAGEMENT,2,2,1.0,0.02,0.01
G8754,SENTARA HEALTH MANAGEMENT,2,2,1.0,0.02,0.01
99315,SENTARA HEALTH MANAGEMENT,2,2,1.0,290.0,145.0
99304,SENTARA HEALTH MANAGEMENT,1,1,1.0,180.0,180.0
99497,SENTARA HEALTH MANAGEMENT,1,1,1.0,165.0,165.0
99307,SENTARA HEALTH MANAGEMENT,1,1,1.0,90.0,90.0
99309,SILAC INSURANCE,6,6,1.0,1110.0,185.0
99308,SILAC INSURANCE,4,4,1.0,560.0,140.0
99306,SILAC INSURANCE,1,1,1.0,330.0,330.0
99309,TENNCARE SELECT,1,1,1.0,185.0,185.0
99309,TENNESSEE BLUECARE,8,8,1.0,1480.0,185.0
99306,TENNESSEE BLUECARE,1,1,1.0,330.0,330.0
99307,TENNESSEE BLUECARE,1,1,1.0,90.0,90.0
99348,TENNESSEE BLUE SHIELD,1,1,1.0,170.0,170.0
99309,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,10,10,1.0,1850.0,185.0
99310,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,4,4,1.0,1080.0,270.0
99308,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,1,1,1.0,140.0,140.0
99306,TRANSAMERICA LIFE INSURANCE COMPANY W PLANO PRKWY,1,1,1.0,330.0,330.0
99309,TRICARE EAST (DOS 1/1/2025 and after),12,12,1.0,2220.0,185.0
99316,TRICARE EAST (DOS 1/1/2025 and after),1,1,1.0,210.0,210.0
G8510,TRICARE EAST (DOS 1/1/2025 and after),1,1,1.0,0.01,0.01
99310,TRICARE EAST (DOS 1/1/2025 and after),1,1,1.0,270.0,270.0
99306,TRICARE EAST (DOS 1/1/2025 and after),1,1,1.0,330.0,330.0
99309,TRICARE FOR LIFE,258,258,1.0,47730.0,185.0
99308,TRICARE FOR LIFE,58,58,1.0,8120.0,140.0
99310,TRICARE FOR LIFE,38,38,1.0,10260.0,270.0
99349,TRICARE FOR LIFE,9,9,1.0,2295.0,255.0
99306,TRICARE FOR LIFE,9,9,1.0,2970.0,330.0
90471,TRICARE FOR LIFE,8,8,1.0,280.0,35.0
99316,TRICARE FOR LIFE,6,6,1.0,1260.0,210.0
99305,TRICARE FOR LIFE,6,6,1.0,1560.0,260.0
99497,TRICARE FOR LIFE,6,6,1.0,990.0,165.0
99348,TRICARE FOR LIFE,4,4,1.0,680.0,170.0
99350,TRICARE FOR LIFE,4,4,1.0,1420.0,355.0
99315,TRICARE FOR LIFE,1,1,1.0,145.0,145.0
99307,TRICARE FOR LIFE,1,1,1.0,90.0,90.0
99308,TRICARE - WEST REGION,2,2,1.0,280.0,140.0
99309,TRICARE - WEST REGION,1,1,1.0,185.0,185.0
99307,TRICARE - WEST REGION,1,1,1.0,90.0,90.0
99308,TRILLIUM COMMUNITY HEALTH PLAN,6,6,1.0,840.0,140.0
99315,TRILLIUM COMMUNITY HEALTH PLAN,1,1,1.0,145.0,145.0
99349,TRUSTMARK HEALTH BENEFITS (CORESOURCE) - ECHO,2,2,1.0,510.0,255.0
99350,TRUSTMARK HEALTH BENEFITS (CORESOURCE) - ECHO,1,1,1.0,355.0,355.0
99309,UB-BANKERS LIFE AND CASUALTY,8,8,1.0,1480.0,185.0
99308,UB-BANKERS LIFE AND CASUALTY,5,5,1.0,700.0,140.0
99306,UB-BANKERS LIFE AND CASUALTY,2,2,1.0,660.0,330.0
99310,UB-BANKERS LIFE AND CASUALTY,2,2,1.0,540.0,270.0
99309,UMR FKA UMR WAUSAU,14,14,1.0,2590.0,185.0
99308,UMR FKA UMR WAUSAU,5,5,1.0,700.0,140.0
99306,UMR FKA UMR WAUSAU,3,3,1.0,990.0,330.0
99310,UMR FKA UMR WAUSAU,3,3,1.0,810.0,270.0
99315,UMR FKA UMR WAUSAU,1,1,1.0,145.0,145.0
99348,UMR FKA UMR WAUSAU,1,1,1.0,170.0,170.0
99316,UMR FKA UMR WAUSAU,1,1,1.0,210.0,210.0
99497,UMR FKA UMR WAUSAU,1,1,1.0,165.0,165.0
99308,UMWA HEALTH AND RETIREMENT FUNDS,3,3,1.0,420.0,140.0
99349,UMWA HEALTH AND RETIREMENT FUNDS,2,3,1.5,765.0,382.5
99309,UMWA HEALTH AND RETIREMENT FUNDS,2,2,1.0,370.0,185.0
99306,UMWA HEALTH AND RETIREMENT FUNDS,1,1,1.0,330.0,330.0
99307,UMWA HEALTH AND RETIREMENT FUNDS,1,1,1.0,90.0,90.0
99309,UNIFIED LIFE INSURANCE COMPANY,5,5,1.0,925.0,185.0
99308,UNIFIED LIFE INSURANCE COMPANY,2,2,1.0,280.0,140.0
99309,UNITED AMERICAN INSURANCE COMPANY,21,21,1.0,3885.0,185.0
99308,UNITED AMERICAN INSURANCE COMPANY,16,16,1.0,2240.0,140.0
99310,UNITED AMERICAN INSURANCE COMPANY,3,3,1.0,810.0,270.0
99350,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,355.0,355.0
99316,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,210.0,210.0
1220F,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,0.01,0.01
99305,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,260.0,260.0
99306,UNITED AMERICAN INSURANCE COMPANY,1,1,1.0,330.0,330.0
99309,UNITEDHEALTHCARE,42,42,1.0,7770.0,185.0
99308,UNITEDHEALTHCARE,12,12,1.0,1680.0,140.0
99305,UNITEDHEALTHCARE,2,2,1.0,520.0,260.0
99310,UNITEDHEALTHCARE,1,1,1.0,270.0,270.0
99497,UNITEDHEALTHCARE,1,1,1.0,165.0,165.0
99306,UNITEDHEALTHCARE,1,1,1.0,330.0,330.0
99309,UNITED HEALTHCARE,2151,2164,1.01,400340.0,186.12
99308,UNITED HEALTHCARE,815,818,1.0,114520.0,140.52
99310,UNITED HEALTHCARE,251,251,1.0,67770.0,270.0
99306,UNITED HEALTHCARE,116,116,1.0,38280.0,330.0
99316,UNITED HEALTHCARE,49,49,1.0,10290.0,210.0
99305,UNITED HEALTHCARE,41,41,1.0,10660.0,260.0
99497,UNITED HEALTHCARE,23,23,1.0,3795.0,165.0
99349,UNITED HEALTHCARE,20,20,1.0,5100.0,255.0
99315,UNITED HEALTHCARE,14,14,1.0,2030.0,145.0
99307,UNITED HEALTHCARE,9,9,1.0,810.0,90.0
99348,UNITED HEALTHCARE,4,4,1.0,680.0,170.0
G8754,UNITED HEALTHCARE,3,3,1.0,0.03,0.01
G8752,UNITED HEALTHCARE,3,3,1.0,0.03,0.01
G0444,UNITED HEALTHCARE,2,2,1.0,70.0,35.0
G0317,UNITED HEALTHCARE,2,2,1.0,130.0,65.0
69209,UNITED HEALTHCARE,2,2,1.0,60.0,30.0
G8510,UNITED HEALTHCARE,2,2,1.0,0.02,0.01
99498,UNITED HEALTHCARE,1,1,1.0,145.0,145.0
11750,UNITED HEALTHCARE,1,1,1.0,330.0,330.0
90471,UNITED HEALTHCARE,1,1,1.0,35.0,35.0
99350,UNITED HEALTHCARE,1,1,1.0,355.0,355.0
99309,UNITED HEALTHCARE COMMUNITY PLAN,562,562,1.0,103970.0,185.0
99308,UNITED HEALTHCARE COMMUNITY PLAN,241,241,1.0,33740.0,140.0
99310,UNITED HEALTHCARE COMMUNITY PLAN,43,43,1.0,11610.0,270.0
99306,UNITED HEALTHCARE COMMUNITY PLAN,31,31,1.0,10230.0,330.0
99305,UNITED HEALTHCARE COMMUNITY PLAN,19,19,1.0,4940.0,260.0
99316,UNITED HEALTHCARE COMMUNITY PLAN,13,13,1.0,2730.0,210.0
99497,UNITED HEALTHCARE COMMUNITY PLAN,6,6,1.0,990.0,165.0
99315,UNITED HEALTHCARE COMMUNITY PLAN,2,2,1.0,290.0,145.0
G9717,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,0.01,0.01
99349,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,255.0,255.0
G0444,UNITED HEALTHCARE COMMUNITY PLAN,1,1,1.0,35.0,35.0
99309,UNITEDHEALTHCARE COMMUNITY PLAN RIVER VALLEY,1,1,1.0,185.0,185.0
99307,UNITEDHEALTHCARE COMMUNITY PLAN RIVER VALLEY,1,1,1.0,90.0,90.0
99309,UNITEDHEALTHCARE MEDICARE COMPLETE,438,438,1.0,81030.0,185.0
99308,UNITEDHEALTHCARE MEDICARE COMPLETE,82,82,1.0,11480.0,140.0
99310,UNITEDHEALTHCARE MEDICARE COMPLETE,62,62,1.0,16740.0,270.0
99306,UNITEDHEALTHCARE MEDICARE COMPLETE,33,33,1.0,10890.0,330.0
99316,UNITEDHEALTHCARE MEDICARE COMPLETE,23,23,1.0,4830.0,210.0
99497,UNITEDHEALTHCARE MEDICARE COMPLETE,6,6,1.0,990.0,165.0
99349,UNITEDHEALTHCARE MEDICARE COMPLETE,2,2,1.0,510.0,255.0
90471,UNITEDHEALTHCARE MEDICARE COMPLETE,1,1,1.0,35.0,35.0
99305,UNITEDHEALTHCARE MEDICARE COMPLETE,1,1,1.0,260.0,260.0
99315,UNITEDHEALTHCARE MEDICARE COMPLETE,1,1,1.0,145.0,145.0
99309,UNRECOGNIZED INSURANCE,12,12,1.0,2220.0,185.0
99310,UNRECOGNIZED INSURANCE,1,1,1.0,270.0,270.0
99309,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,53,53,1.0,9805.0,185.0
99308,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,18,18,1.0,2520.0,140.0
99310,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,10,10,1.0,2700.0,270.0
99306,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,7,7,1.0,2310.0,330.0
99316,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,2,2,1.0,420.0,210.0
99315,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,145.0,145.0
99497,VETERANS AFFAIRS COMMUNITY CARE NETWORK RGN 1 2 3,1,1,1.0,165.0,165.0
99309,VIRGINIA BLUE SHIELD,1190,1201,1.01,222185.0,186.71
99308,VIRGINIA BLUE SHIELD,449,453,1.01,63420.0,141.25
99310,VIRGINIA BLUE SHIELD,115,115,1.0,31050.0,270.0
99306,VIRGINIA BLUE SHIELD,70,70,1.0,23100.0,330.0
99316,VIRGINIA BLUE SHIELD,30,32,1.07,6720.0,224.0
99305,VIRGINIA BLUE SHIELD,28,28,1.0,7280.0,260.0
99349,VIRGINIA BLUE SHIELD,13,13,1.0,3315.0,255.0
99315,VIRGINIA BLUE SHIELD,11,11,1.0,1595.0,145.0
99497,VIRGINIA BLUE SHIELD,9,9,1.0,1485.0,165.0
99348,VIRGINIA BLUE SHIELD,8,8,1.0,1360.0,170.0
99350,VIRGINIA BLUE SHIELD,5,5,1.0,1775.0,355.0
G8752,VIRGINIA BLUE SHIELD,4,4,1.0,0.04,0.01
G8754,VIRGINIA BLUE SHIELD,4,4,1.0,0.04,0.01
G0444,VIRGINIA BLUE SHIELD,3,4,1.33,140.0,46.67
G8510,VIRGINIA BLUE SHIELD,3,3,1.0,0.03,0.01
69209,VIRGINIA BLUE SHIELD,2,2,1.0,60.0,30.0
99307,VIRGINIA BLUE SHIELD,1,1,1.0,90.0,90.0
G8431,VIRGINIA BLUE SHIELD,1,1,1.0,40.0,40.0
99406,VIRGINIA BLUE SHIELD,1,1,1.0,35.0,35.0
3051F,VIRGINIA BLUE SHIELD,1,1,1.0,0.01,0.01
99309,VIRGINIA MEDICAID,485,485,1.0,89725.0,185.0
99308,VIRGINIA MEDICAID,180,180,1.0,25200.0,140.0
99310,VIRGINIA MEDICAID,51,51,1.0,13770.0,270.0
99306,VIRGINIA MEDICAID,34,34,1.0,11220.0,330.0
99316,VIRGINIA MEDICAID,11,11,1.0,2310.0,210.0
99497,VIRGINIA MEDICAID,6,6,1.0,990.0,165.0
99307,VIRGINIA MEDICAID,6,6,1.0,540.0,90.0
99305,VIRGINIA MEDICAID,6,6,1.0,1560.0,260.0
99315,VIRGINIA MEDICAID,1,1,1.0,145.0,145.0
3044F,VIRGINIA MEDICAID,1,1,1.0,0.01,0.01
G8510,VIRGINIA MEDICAID,1,1,1.0,0.01,0.01
99348,VIRGINIA MEDICAID,1,1,1.0,170.0,170.0
99309,VIRGINIA MEDICARE,3380,3380,1.0,625300.0,185.0
99308,VIRGINIA MEDICARE,1307,1307,1.0,182980.0,140.0
99310,VIRGINIA MEDICARE,291,291,1.0,78570.0,270.0
99306,VIRGINIA MEDICARE,243,243,1.0,80190.0,330.0
99316,VIRGINIA MEDICARE,104,104,1.0,21840.0,210.0
99349,VIRGINIA MEDICARE,81,81,1.0,20655.0,255.0
99305,VIRGINIA MEDICARE,78,78,1.0,20280.0,260.0
99348,VIRGINIA MEDICARE,36,36,1.0,6120.0,170.0
99315,VIRGINIA MEDICARE,32,32,1.0,4640.0,145.0
99497,VIRGINIA MEDICARE,25,25,1.0,4125.0,165.0
99350,VIRGINIA MEDICARE,23,23,1.0,8165.0,355.0
G8752,VIRGINIA MEDICARE,16,16,1.0,0.16,0.01
G8754,VIRGINIA MEDICARE,16,16,1.0,0.16,0.01
G8510,VIRGINIA MEDICARE,10,10,1.0,0.1,0.01
99307,VIRGINIA MEDICARE,7,7,1.0,630.0,90.0
90471,VIRGINIA MEDICARE,6,6,1.0,210.0,35.0
3044F,VIRGINIA MEDICARE,3,3,1.0,0.03,0.01
99406,VIRGINIA MEDICARE,1,1,1.0,35.0,35.0
33993,VIRGINIA MEDICARE,1,1,1.0,315.0,315.0
1220F,VIRGINIA MEDICARE,1,1,1.0,0.01,0.01
G0444,VIRGINIA MEDICARE,1,1,1.0,35.0,35.0
G8431,VIRGINIA MEDICARE,1,1,1.0,40.0,40.0
99304,VIRGINIA MEDICARE,1,1,1.0,180.0,180.0
G8433,VIRGINIA MEDICARE,1,1,1.0,0.01,0.01
3014F,VIRGINIA MEDICARE,1,1,1.0,0.01,0.01
20610,VIRGINIA MEDICARE,1,1,1.0,135.0,135.0
99308,WAVERLY REHAB AND HEALTH CENTER SNF - PAPER,2,2,1.0,280.0,140.0
99310,WAVERLY REHAB AND HEALTH CENTER SNF - PAPER,1,1,1.0,270.0,270.0
99309,WELLCARE HEALTH PLAN,9,9,1.0,1665.0,185.0
99308,WELLCARE HEALTH PLAN,2,2,1.0,280.0,140.0
99310,WELLCARE HEALTH PLAN,1,1,1.0,270.0,270.0
99309,"WELLCARE NORTH CAROLINA, INC",10,10,1.0,1850.0,185.0
99310,"WELLCARE NORTH CAROLINA, INC",2,2,1.0,540.0,270.0
99306,"WELLCARE NORTH CAROLINA, INC",1,1,1.0,330.0,330.0
99316,"WELLCARE NORTH CAROLINA, INC",1,1,1.0,210.0,210.0
